dteday,season,hr,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered
2012-06-14,Spring,0,1,1,20,24,53,19,3,45
2012-06-14,Spring,1,1,1,20,24,56,15,4,17
2012-06-14,Spring,2,1,2,21,24,53,16,1,8
2012-06-14,Spring,3,1,2,21,24,53,19,1,4
2012-06-14,Spring,4,1,2,20,24,56,16,0,6
2012-06-14,Spring,5,1,2,20,24,56,16,0,40
2012-06-14,Spring,6,1,1,19,20,60,19,12,169
2012-06-14,Spring,7,1,1,20,24,60,19,26,480
2012-06-14,Spring,8,1,1,20,24,64,22,37,682
2012-06-14,Spring,9,1,1,21,24,61,15,45,312
2012-06-14,Spring,10,1,1,22,24,65,27,47,132
2012-06-14,Spring,11,1,1,23,24,56,16,60,168
2012-06-14,Spring,12,1,2,23,24,61,15,55,210
2012-06-14,Spring,13,1,1,23,26,56,11,71,213
2012-06-14,Spring,14,1,1,24,26,54,19,84,214
2012-06-14,Spring,15,1,1,26,28,48,19,111,213
2012-06-14,Spring,16,1,1,25,28,51,19,70,368
2012-06-14,Spring,17,1,1,25,28,48,15,117,750
2012-06-14,Spring,18,1,1,26,28,42,12,107,716
2012-06-14,Spring,19,1,1,24,26,48,16,96,483
2012-06-14,Spring,20,1,1,23,24,65,16,84,351
2012-06-14,Spring,21,1,1,22,24,65,11,67,270
2012-06-14,Spring,22,1,2,22,24,65,15,46,196
2012-06-14,Spring,23,1,2,21,24,69,11,36,136
2012-06-15,Spring,0,1,1,20,22,73,11,26,68
2012-06-15,Spring,1,1,1,19,20,78,12,9,42
2012-06-15,Spring,2,1,1,18,18,83,7,0,15
2012-06-15,Spring,3,1,1,18,18,83,11,2,3
2012-06-15,Spring,4,1,1,18,18,83,11,1,13
2012-06-15,Spring,5,1,1,17,18,88,7,2,31
2012-06-15,Spring,6,1,1,17,18,83,8,9,142
2012-06-15,Spring,7,1,1,18,18,83,11,17,413
2012-06-15,Spring,8,1,1,20,22,69,11,44,609
2012-06-15,Spring,9,1,1,21,24,65,11,58,308
2012-06-15,Spring,10,1,1,22,24,56,11,56,160
2012-06-15,Spring,11,1,1,23,24,50,12,106,180
2012-06-15,Spring,12,1,1,24,26,45,11,111,292
2012-06-15,Spring,13,1,1,24,26,42,16,121,272
2012-06-15,Spring,14,1,1,25,26,39,12,121,255
2012-06-15,Spring,15,1,1,25,26,39,12,107,270
2012-06-15,Spring,16,1,1,25,26,37,12,132,426
2012-06-15,Spring,17,1,1,26,26,37,19,125,698
2012-06-15,Spring,18,1,1,25,26,39,15,121,572
2012-06-15,Spring,19,1,1,24,26,42,11,98,369
2012-06-15,Spring,20,1,1,23,26,44,12,89,296
2012-06-15,Spring,21,1,1,23,24,50,7,83,250
2012-06-15,Spring,22,1,1,22,24,53,8,79,242
2012-06-15,Spring,23,1,1,21,24,53,16,46,176
2012-06-16,Spring,0,0,1,19,20,56,8,25,112
2012-06-16,Spring,1,0,1,18,18,56,0,16,79
2012-06-16,Spring,2,0,1,19,20,53,0,12,55
2012-06-16,Spring,3,0,1,18,18,60,6,8,19
2012-06-16,Spring,4,0,1,17,18,68,8,3,5
2012-06-16,Spring,5,0,1,17,18,68,7,2,21
2012-06-16,Spring,6,0,1,17,18,68,12,11,36
2012-06-16,Spring,7,0,1,17,18,68,12,10,68
2012-06-16,Spring,8,0,1,19,20,64,11,47,157
2012-06-16,Spring,9,0,1,20,24,60,6,88,279
2012-06-16,Spring,10,0,1,22,24,47,12,139,296
2012-06-16,Spring,11,0,1,23,24,39,11,213,353
2012-06-16,Spring,12,0,1,23,26,41,7,254,349
2012-06-16,Spring,13,0,1,25,26,34,11,293,324
2012-06-16,Spring,14,0,1,25,26,37,15,264,309
2012-06-16,Spring,15,0,1,26,26,35,16,295,288
2012-06-16,Spring,16,0,2,25,26,37,7,238,304
2012-06-16,Spring,17,0,2,25,26,37,16,244,349
2012-06-16,Spring,18,0,2,25,26,37,15,256,315
2012-06-16,Spring,19,0,2,24,26,42,12,184,277
2012-06-16,Spring,20,0,2,23,24,47,12,123,229
2012-06-16,Spring,21,0,2,22,24,50,15,98,192
2012-06-16,Spring,22,0,1,21,24,53,19,91,189
2012-06-16,Spring,23,0,1,20,24,53,19,49,134
2012-06-17,Spring,0,0,1,18,18,56,8,31,117
2012-06-17,Spring,1,0,1,18,18,60,11,21,67
2012-06-17,Spring,2,0,1,18,18,56,6,19,55
2012-06-17,Spring,3,0,1,17,18,64,7,6,22
2012-06-17,Spring,4,0,1,17,18,64,6,2,16
2012-06-17,Spring,5,0,1,17,18,68,8,4,13
2012-06-17,Spring,6,0,1,16,17,72,7,7,16
2012-06-17,Spring,7,0,1,16,17,72,6,18,30
2012-06-17,Spring,8,0,1,18,18,68,16,24,95
2012-06-17,Spring,9,0,1,18,18,68,11,91,183
2012-06-17,Spring,10,0,1,19,20,64,0,148,288
2012-06-17,Spring,11,0,1,21,24,56,7,196,350
2012-06-17,Spring,12,0,1,21,24,56,0,260,355
2012-06-17,Spring,13,0,1,22,24,53,11,267,347
2012-06-17,Spring,14,0,1,22,24,53,0,255,327
2012-06-17,Spring,15,0,1,23,24,50,15,203,260
2012-06-17,Spring,16,0,1,23,24,54,19,240,340
2012-06-17,Spring,17,0,1,22,24,56,15,232,361
2012-06-17,Spring,18,0,1,22,24,53,12,203,310
2012-06-17,Spring,19,0,1,22,24,53,11,146,244
2012-06-17,Spring,20,0,1,21,24,56,12,101,201
2012-06-17,Spring,21,0,1,21,24,56,12,76,170
2012-06-17,Spring,22,0,1,20,24,60,12,55,98
2012-06-17,Spring,23,0,1,19,20,64,12,29,79
2012-06-18,Spring,0,1,1,18,18,73,16,12,28
2012-06-18,Spring,1,1,1,17,18,77,15,9,5
2012-06-18,Spring,2,1,1,17,18,77,15,3,6
2012-06-18,Spring,3,1,2,16,17,83,15,1,3
2012-06-18,Spring,4,1,2,17,18,77,12,0,9
2012-06-18,Spring,5,1,3,16,17,83,8,1,22
2012-06-18,Spring,6,1,3,16,17,88,8,0,37
2012-06-18,Spring,7,1,3,16,17,94,15,10,135
2012-06-18,Spring,8,1,2,17,18,83,12,27,447
2012-06-18,Spring,9,1,2,17,18,83,15,28,222
2012-06-18,Spring,10,1,3,17,18,88,7,13,78
2012-06-18,Spring,11,1,2,17,18,88,11,25,96
2012-06-18,Spring,12,1,3,18,18,78,8,29,139
2012-06-18,Spring,13,1,2,19,20,73,8,51,174
2012-06-18,Spring,14,1,2,19,20,68,12,59,160
2012-06-18,Spring,15,1,2,20,22,69,12,61,176
2012-06-18,Spring,16,1,2,20,22,73,12,53,279
2012-06-18,Spring,17,1,2,20,22,73,12,54,669
2012-06-18,Spring,18,1,2,21,24,69,11,47,595
2012-06-18,Spring,19,1,2,21,22,73,6,52,411
2012-06-18,Spring,20,1,2,21,22,73,8,45,317
2012-06-18,Spring,21,1,2,21,22,73,7,35,238
2012-06-18,Spring,22,1,2,21,22,73,11,21,143
2012-06-18,Spring,23,1,3,20,22,78,12,17,57
2012-06-19,Spring,0,1,2,20,22,78,11,5,30
2012-06-19,Spring,1,1,2,20,22,78,11,1,13
2012-06-19,Spring,2,1,2,20,22,78,8,1,14
2012-06-19,Spring,3,1,2,20,22,78,7,1,7
2012-06-19,Spring,4,1,2,20,22,78,8,1,9
2012-06-19,Spring,5,1,2,20,22,78,12,3,34
2012-06-19,Spring,6,1,2,20,22,78,7,9,152
2012-06-19,Spring,7,1,2,20,22,78,8,18,462
2012-06-19,Spring,8,1,2,20,22,78,11,40,633
2012-06-19,Spring,9,1,1,22,24,73,6,40,288
2012-06-19,Spring,10,1,1,22,24,73,6,44,136
2012-06-19,Spring,11,1,1,23,24,69,8,56,174
2012-06-19,Spring,12,1,1,24,26,65,6,70,222
2012-06-19,Spring,13,1,1,26,28,57,8,69,203
2012-06-19,Spring,14,1,1,27,30,57,7,61,166
2012-06-19,Spring,15,1,1,28,32,59,11,72,187
2012-06-19,Spring,16,1,1,29,34,55,15,48,286
2012-06-19,Spring,17,1,1,29,34,55,12,86,725
2012-06-19,Spring,18,1,1,29,34,55,11,91,704
2012-06-19,Spring,19,1,1,29,34,59,15,82,432
2012-06-19,Spring,20,1,1,29,34,55,16,59,399
2012-06-19,Spring,21,1,1,27,30,62,11,37,239
2012-06-19,Spring,22,1,1,25,30,79,6,51,240
2012-06-19,Spring,23,1,1,25,30,79,8,23,102
2012-06-20,Spring,0,1,1,24,28,79,12,5,48
2012-06-20,Spring,1,1,1,23,26,79,12,7,20
2012-06-20,Spring,2,1,1,23,24,83,11,1,5
2012-06-20,Spring,3,1,1,23,24,83,8,2,6
2012-06-20,Spring,4,1,1,23,24,83,6,1,6
2012-06-20,Spring,5,1,1,23,24,83,6,2,37
2012-06-20,Spring,6,1,2,22,22,89,6,9,156
2012-06-20,Spring,7,1,2,23,22,89,0,20,444
2012-06-20,Spring,8,1,2,24,28,79,7,43,600
2012-06-20,Spring,9,1,2,25,30,74,0,40,276
2012-06-20,Spring,10,1,1,30,34,52,8,41,126
2012-06-20,Spring,11,1,1,31,36,49,12,54,134
2012-06-20,Spring,12,1,1,32,36,47,11,30,150
2012-06-20,Spring,13,1,1,32,36,44,7,48,163
2012-06-20,Spring,14,1,1,33,36,39,12,56,134
2012-06-20,Spring,15,1,1,34,38,35,0,36,143
2012-06-20,Spring,16,1,1,34,38,35,7,51,284
2012-06-20,Spring,17,1,1,34,38,37,0,80,611
2012-06-20,Spring,18,1,1,34,38,37,0,81,591
2012-06-20,Spring,19,1,1,33,36,37,16,90,449
2012-06-20,Spring,20,1,1,32,34,39,15,81,326
2012-06-20,Spring,21,1,1,31,34,44,6,42,302
2012-06-20,Spring,22,1,1,30,34,46,7,31,226
2012-06-20,Spring,23,1,1,28,32,59,7,21,102
2012-06-21,Summer,0,1,1,26,30,70,6,16,53
2012-06-21,Summer,1,1,1,25,30,79,8,2,16
2012-06-21,Summer,2,1,1,25,30,79,7,11,7
2012-06-21,Summer,3,1,1,25,30,74,0,3,8
2012-06-21,Summer,4,1,1,24,28,84,6,1,11
2012-06-21,Summer,5,1,1,24,28,84,7,3,37
2012-06-21,Summer,6,1,2,24,28,84,6,3,147
2012-06-21,Summer,7,1,2,24,28,84,6,26,437
2012-06-21,Summer,8,1,1,26,30,70,0,27,563
2012-06-21,Summer,9,1,1,29,34,55,12,32,224
2012-06-21,Summer,10,1,1,31,36,49,7,36,114
2012-06-21,Summer,11,1,1,32,36,41,8,40,121
2012-06-21,Summer,12,1,1,34,38,35,12,33,182
2012-06-21,Summer,13,1,1,34,38,35,0,31,141
2012-06-21,Summer,14,1,1,33,36,37,11,27,149
2012-06-21,Summer,15,1,1,35,38,33,11,40,154
2012-06-21,Summer,16,1,1,34,38,35,8,37,283
2012-06-21,Summer,17,1,1,33,36,37,0,80,535
2012-06-21,Summer,18,1,1,32,36,41,12,78,562
2012-06-21,Summer,19,1,1,33,36,39,15,84,415
2012-06-21,Summer,20,1,1,32,36,44,12,79,357
2012-06-21,Summer,21,1,1,30,34,52,12,55,256
2012-06-21,Summer,22,1,1,29,36,63,11,22,221
2012-06-21,Summer,23,1,1,29,34,59,6,12,134
2012-06-22,Summer,0,1,2,27,32,70,7,16,77
2012-06-22,Summer,1,1,1,27,32,75,11,3,28
2012-06-22,Summer,2,1,1,26,30,79,0,0,12
2012-06-22,Summer,3,1,1,26,30,79,0,1,6
2012-06-22,Summer,4,1,2,27,32,66,0,3,7
2012-06-22,Summer,5,1,2,26,30,66,6,3,35
2012-06-22,Summer,6,1,2,26,30,66,0,4,118
2012-06-22,Summer,7,1,1,26,28,57,11,19,340
2012-06-22,Summer,8,1,1,27,30,55,8,49,564
2012-06-22,Summer,9,1,1,27,30,57,15,55,278
2012-06-22,Summer,10,1,1,29,32,52,23,52,133
2012-06-22,Summer,11,1,1,29,32,49,11,76,160
2012-06-22,Summer,12,1,1,31,36,49,8,63,191
2012-06-22,Summer,13,1,1,33,36,39,15,72,228
2012-06-22,Summer,14,1,1,33,36,39,15,65,198
2012-06-22,Summer,15,1,1,34,38,35,23,72,212
2012-06-22,Summer,16,1,1,34,36,31,15,67,313
2012-06-22,Summer,17,1,2,30,32,38,11,95,551
2012-06-22,Summer,18,1,2,29,34,55,12,62,443
2012-06-22,Summer,19,1,2,27,30,55,35,45,317
2012-06-22,Summer,20,1,2,27,30,55,35,31,171
2012-06-22,Summer,21,1,3,23,26,65,19,40,177
2012-06-22,Summer,22,1,1,23,26,69,8,42,155
2012-06-22,Summer,23,1,2,23,24,74,0,29,145
2012-06-23,Summer,0,0,1,22,22,83,0,14,102
2012-06-23,Summer,1,0,1,23,24,78,8,16,107
2012-06-23,Summer,2,0,2,22,22,83,12,18,75
2012-06-23,Summer,3,0,2,22,22,83,6,10,32
2012-06-23,Summer,4,0,2,22,22,83,11,6,13
2012-06-23,Summer,5,0,2,22,22,83,12,1,11
2012-06-23,Summer,6,0,1,22,22,83,6,10,37
2012-06-23,Summer,7,0,1,22,22,83,11,19,59
2012-06-23,Summer,8,0,1,23,26,69,15,34,133
2012-06-23,Summer,9,0,1,25,28,62,12,85,247
2012-06-23,Summer,10,0,1,26,28,55,12,177,317
2012-06-23,Summer,11,0,1,27,28,48,15,167,349
2012-06-23,Summer,12,0,1,29,32,43,12,203,399
2012-06-23,Summer,13,0,1,30,32,34,12,226,338
2012-06-23,Summer,14,0,1,28,28,33,16,238,371
2012-06-23,Summer,15,0,1,31,32,30,22,217,266
2012-06-23,Summer,16,0,1,31,30,26,19,196,317
2012-06-23,Summer,17,0,1,30,30,26,16,214,316
2012-06-23,Summer,18,0,1,30,30,26,19,194,287
2012-06-23,Summer,19,0,1,29,30,27,12,185,240
2012-06-23,Summer,20,0,1,28,28,31,12,158,228
2012-06-23,Summer,21,0,1,27,28,33,8,99,223
2012-06-23,Summer,22,0,1,26,26,37,7,101,178
2012-06-23,Summer,23,0,1,25,26,44,0,69,156
2012-06-24,Summer,0,0,1,24,26,51,0,31,132
2012-06-24,Summer,1,0,2,23,26,54,6,39,88
2012-06-24,Summer,2,0,2,23,26,51,0,34,80
2012-06-24,Summer,3,0,2,23,24,65,6,19,41
2012-06-24,Summer,4,0,2,23,24,65,0,4,9
2012-06-24,Summer,5,0,1,21,24,69,8,1,7
2012-06-24,Summer,6,0,1,22,24,65,11,6,19
2012-06-24,Summer,7,0,1,22,24,69,7,23,48
2012-06-24,Summer,8,0,1,24,26,57,0,38,103
2012-06-24,Summer,9,0,1,25,28,51,0,63,169
2012-06-24,Summer,10,0,1,27,28,40,0,161,291
2012-06-24,Summer,11,0,1,27,28,40,8,215,291
2012-06-24,Summer,12,0,1,29,30,33,15,227,329
2012-06-24,Summer,13,0,1,29,30,33,19,237,348
2012-06-24,Summer,14,0,1,31,32,30,19,253,298
2012-06-24,Summer,15,0,1,32,32,28,15,197,290
2012-06-24,Summer,16,0,1,31,32,30,16,181,280
2012-06-24,Summer,17,0,1,31,32,32,16,203,329
2012-06-24,Summer,18,0,1,30,32,34,16,186,348
2012-06-24,Summer,19,0,1,29,30,38,19,176,247
2012-06-24,Summer,20,0,1,28,30,46,16,108,224
2012-06-24,Summer,21,0,1,27,30,55,15,76,177
2012-06-24,Summer,22,0,1,26,28,55,7,53,125
2012-06-24,Summer,23,0,1,26,28,57,7,20,67
2012-06-25,Summer,0,1,1,25,28,62,16,31,37
2012-06-25,Summer,1,1,1,24,26,65,15,11,20
2012-06-25,Summer,2,1,1,24,26,70,15,4,10
2012-06-25,Summer,3,1,1,23,26,69,16,1,4
2012-06-25,Summer,4,1,1,23,24,78,16,0,4
2012-06-25,Summer,5,1,1,23,24,74,11,1,42
2012-06-25,Summer,6,1,1,22,22,78,11,11,147
2012-06-25,Summer,7,1,1,23,24,74,15,30,455
2012-06-25,Summer,8,1,1,23,24,69,12,53,555
2012-06-25,Summer,9,1,1,24,26,65,12,37,231
2012-06-25,Summer,10,1,1,27,30,55,11,58,126
2012-06-25,Summer,11,1,1,29,32,43,22,54,127
2012-06-25,Summer,12,1,2,27,28,45,19,74,196
2012-06-25,Summer,13,1,1,25,28,51,19,79,181
2012-06-25,Summer,14,1,1,28,30,43,16,90,161
2012-06-25,Summer,15,1,1,28,28,38,31,65,168
2012-06-25,Summer,16,1,1,29,30,31,26,104,310
2012-06-25,Summer,17,1,1,29,28,24,31,76,757
2012-06-25,Summer,18,1,1,27,28,27,30,100,691
2012-06-25,Summer,19,1,1,26,26,27,31,74,508
2012-06-25,Summer,20,1,1,25,26,30,30,100,375
2012-06-25,Summer,21,1,1,23,24,30,22,50,281
2012-06-25,Summer,22,1,1,23,24,28,26,21,166
2012-06-25,Summer,23,1,1,22,24,33,22,15,88
2012-06-26,Summer,0,1,1,21,24,33,22,8,29
2012-06-26,Summer,1,1,1,20,24,35,26,11,19
2012-06-26,Summer,2,1,1,18,18,43,19,2,7
2012-06-26,Summer,3,1,1,17,18,45,19,2,7
2012-06-26,Summer,4,1,1,17,18,45,19,1,9
2012-06-26,Summer,5,1,1,16,17,48,26,3,36
2012-06-26,Summer,6,1,1,16,17,52,19,12,176
2012-06-26,Summer,7,1,1,16,17,52,23,21,531
2012-06-26,Summer,8,1,1,18,18,49,22,34,622
2012-06-26,Summer,9,1,1,19,20,46,27,30,298
2012-06-26,Summer,10,1,1,21,24,41,23,37,153
2012-06-26,Summer,11,1,1,22,24,36,27,46,189
2012-06-26,Summer,12,1,1,23,24,34,30,80,228
2012-06-26,Summer,13,1,1,24,26,30,31,74,232
2012-06-26,Summer,14,1,1,24,26,30,31,81,186
2012-06-26,Summer,15,1,1,25,26,28,31,88,229
2012-06-26,Summer,16,1,1,25,26,26,32,67,349
2012-06-26,Summer,17,1,1,25,26,28,27,104,796
2012-06-26,Summer,18,1,1,25,26,28,23,105,719
2012-06-26,Summer,19,1,1,25,26,28,15,83,529
2012-06-26,Summer,20,1,1,24,26,30,19,88,417
2012-06-26,Summer,21,1,1,23,26,34,12,61,267
2012-06-26,Summer,22,1,1,23,24,34,16,26,219
2012-06-26,Summer,23,1,1,21,24,41,8,13,118
2012-06-27,Summer,0,1,1,21,24,41,12,15,39
2012-06-27,Summer,1,1,1,20,24,43,11,5,18
2012-06-27,Summer,2,1,1,18,18,49,8,2,12
2012-06-27,Summer,3,1,1,19,20,46,6,1,7
2012-06-27,Summer,4,1,1,20,24,40,16,0,11
2012-06-27,Summer,5,1,1,20,24,43,19,2,34
2012-06-27,Summer,6,1,1,19,20,46,19,7,193
2012-06-27,Summer,7,1,1,20,24,43,23,29,498
2012-06-27,Summer,8,1,1,21,24,43,22,49,638
2012-06-27,Summer,9,1,1,23,24,41,23,29,253
2012-06-27,Summer,10,1,1,24,26,37,16,34,138
2012-06-27,Summer,11,1,1,26,26,30,22,64,145
2012-06-27,Summer,12,1,1,27,28,28,19,77,245
2012-06-27,Summer,13,1,1,29,30,27,22,77,244
2012-06-27,Summer,14,1,1,29,28,24,23,78,192
2012-06-27,Summer,15,1,1,29,30,26,31,61,188
2012-06-27,Summer,16,1,1,30,30,24,30,55,337
2012-06-27,Summer,17,1,1,30,30,24,26,113,730
2012-06-27,Summer,18,1,1,29,30,27,22,85,719
2012-06-27,Summer,19,1,1,28,28,28,22,101,542
2012-06-27,Summer,20,1,1,27,28,31,12,76,369
2012-06-27,Summer,21,1,1,26,26,35,8,54,313
2012-06-27,Summer,22,1,1,25,26,39,6,52,245
2012-06-27,Summer,23,1,1,23,26,47,8,11,148
2012-06-28,Summer,0,1,1,23,24,50,7,2,52
2012-06-28,Summer,1,1,1,23,24,54,0,11,14
2012-06-28,Summer,2,1,1,23,24,50,6,1,12
2012-06-28,Summer,3,1,1,23,24,50,6,1,6
2012-06-28,Summer,4,1,1,21,24,61,7,0,11
2012-06-28,Summer,5,1,1,21,24,56,6,8,39
2012-06-28,Summer,6,1,1,21,24,56,6,8,185
2012-06-28,Summer,7,1,1,21,24,61,7,24,484
2012-06-28,Summer,8,1,1,23,24,50,8,40,577
2012-06-28,Summer,9,1,1,24,26,54,11,33,318
2012-06-28,Summer,10,1,1,26,28,48,12,40,144
2012-06-28,Summer,11,1,1,29,30,31,12,41,170
2012-06-28,Summer,12,1,1,31,30,26,19,49,227
2012-06-28,Summer,13,1,1,32,32,26,15,31,205
2012-06-28,Summer,14,1,1,32,32,25,22,66,188
2012-06-28,Summer,15,1,1,32,32,25,22,24,195
2012-06-28,Summer,16,1,1,33,32,23,12,56,331
2012-06-28,Summer,17,1,1,33,32,22,12,71,634
2012-06-28,Summer,18,1,1,32,32,25,15,100,597
2012-06-28,Summer,19,1,1,31,32,30,19,79,492
2012-06-28,Summer,20,1,1,30,32,34,12,71,399
2012-06-28,Summer,21,1,1,27,30,55,12,89,309
2012-06-28,Summer,22,1,1,27,30,52,11,50,224
2012-06-28,Summer,23,1,1,26,28,48,8,26,145
2012-06-29,Summer,0,1,1,26,28,48,8,24,90
2012-06-29,Summer,1,1,1,26,28,51,11,9,33
2012-06-29,Summer,2,1,1,25,28,57,12,3,15
2012-06-29,Summer,3,1,1,25,28,57,12,3,5
2012-06-29,Summer,4,1,1,24,26,65,11,1,9
2012-06-29,Summer,5,1,1,24,26,61,7,6,39
2012-06-29,Summer,6,1,2,24,26,61,11,15,148
2012-06-29,Summer,7,1,1,24,26,61,7,19,361
2012-06-29,Summer,8,1,2,26,28,55,7,48,576
2012-06-29,Summer,9,1,1,27,30,55,11,39,261
2012-06-29,Summer,10,1,1,34,38,39,19,32,139
2012-06-29,Summer,11,1,2,34,40,42,19,51,137
2012-06-29,Summer,12,1,2,35,42,40,16,53,173
2012-06-29,Summer,13,1,1,36,42,38,12,45,194
2012-06-29,Summer,14,1,1,37,44,36,15,49,184
2012-06-29,Summer,15,1,1,37,44,36,0,47,183
2012-06-29,Summer,16,1,1,37,44,36,0,59,292
2012-06-29,Summer,17,1,1,38,44,34,12,82,457
2012-06-29,Summer,18,1,1,37,40,31,0,50,414
2012-06-29,Summer,19,1,1,34,42,47,12,60,303
2012-06-29,Summer,20,1,1,35,42,42,16,53,255
2012-06-29,Summer,21,1,2,32,38,53,12,41,195
2012-06-29,Summer,22,1,3,30,38,63,12,34,129
2012-06-29,Summer,23,1,3,30,38,63,12,6,42
2012-06-30,Summer,0,0,3,22,22,89,11,4,65
2012-06-30,Summer,1,0,3,22,22,89,15,3,55
2012-06-30,Summer,2,0,2,22,22,89,0,7,54
2012-06-30,Summer,3,0,2,22,22,89,0,3,20
2012-06-30,Summer,4,0,2,21,20,94,0,3,15
2012-06-30,Summer,5,0,1,22,22,89,11,3,7
2012-06-30,Summer,6,0,1,22,22,89,11,6,36
2012-06-30,Summer,7,0,1,22,22,89,11,10,82
2012-06-30,Summer,8,0,1,22,22,89,11,26,168
2012-06-30,Summer,9,0,1,22,22,89,11,41,234
2012-06-30,Summer,10,0,1,33,34,30,16,96,308
2012-06-30,Summer,11,0,1,33,34,30,16,102,350
2012-06-30,Summer,12,0,1,33,34,30,16,143,328
2012-06-30,Summer,13,0,1,33,34,30,16,105,323
2012-06-30,Summer,14,0,1,33,34,30,16,114,295
2012-06-30,Summer,15,0,1,33,34,30,16,117,287
2012-06-30,Summer,16,0,1,34,36,28,11,109,264
2012-06-30,Summer,17,0,1,33,34,32,8,131,231
2012-06-30,Summer,18,0,1,33,36,35,0,91,248
2012-06-30,Summer,19,0,1,31,34,44,16,134,240
2012-06-30,Summer,20,0,1,30,34,52,11,88,204
2012-06-30,Summer,21,0,1,30,34,52,11,48,165
2012-06-30,Summer,22,0,1,28,32,62,11,38,134
2012-06-30,Summer,23,0,1,28,32,62,6,33,119
2012-07-01,Summer,0,0,1,27,32,66,0,27,122
2012-07-01,Summer,1,0,1,26,30,70,8,12,81
2012-07-01,Summer,2,0,1,25,30,74,6,21,69
2012-07-01,Summer,3,0,1,25,30,84,8,6,27
2012-07-01,Summer,4,0,1,24,28,79,12,0,4
2012-07-01,Summer,5,0,1,23,26,79,7,3,7
2012-07-01,Summer,6,0,1,24,28,79,6,8,19
2012-07-01,Summer,7,0,1,26,30,70,0,13,37
2012-07-01,Summer,8,0,1,28,32,62,7,36,106
2012-07-01,Summer,9,0,1,30,36,56,0,51,168
2012-07-01,Summer,10,0,1,32,36,44,19,98,268
2012-07-01,Summer,11,0,1,33,36,39,15,121,256
2012-07-01,Summer,12,0,1,34,38,37,15,114,319
2012-07-01,Summer,13,0,1,35,38,33,16,111,309
2012-07-01,Summer,14,0,1,35,38,33,16,98,346
2012-07-01,Summer,15,0,1,34,38,37,19,101,244
2012-07-01,Summer,16,0,1,35,38,33,19,85,228
2012-07-01,Summer,17,0,1,35,36,26,19,90,323
2012-07-01,Summer,18,0,1,33,34,32,23,95,275
2012-07-01,Summer,19,0,1,31,32,39,8,103,279
2012-07-01,Summer,20,0,1,31,32,39,8,88,244
2012-07-01,Summer,21,0,1,31,32,39,8,77,181
2012-07-01,Summer,22,0,1,30,32,43,8,41,110
2012-07-01,Summer,23,0,3,28,30,52,11,22,88
2012-07-02,Summer,0,1,2,27,30,57,15,12,31
2012-07-02,Summer,1,1,2,27,30,57,12,3,14
2012-07-02,Summer,2,1,2,26,28,51,16,1,14
2012-07-02,Summer,3,1,2,25,28,54,27,0,5
2012-07-02,Summer,4,1,2,25,28,54,19,2,10
2012-07-02,Summer,5,1,2,25,28,51,0,3,37
2012-07-02,Summer,6,1,1,24,26,57,7,4,132
2012-07-02,Summer,7,1,1,26,28,51,7,8,390
2012-07-02,Summer,8,1,1,27,30,52,12,20,548
2012-07-02,Summer,9,1,1,28,30,46,16,56,239
2012-07-02,Summer,10,1,1,29,32,43,16,70,104
2012-07-02,Summer,11,1,1,31,32,28,19,67,134
2012-07-02,Summer,12,1,1,31,32,32,12,74,183
2012-07-02,Summer,13,1,1,32,34,34,15,74,162
2012-07-02,Summer,14,1,1,32,34,34,15,79,151
2012-07-02,Summer,15,1,1,31,32,36,12,59,175
2012-07-02,Summer,16,1,1,31,32,36,19,61,304
2012-07-02,Summer,17,1,1,31,32,32,8,82,665
2012-07-02,Summer,18,1,1,31,32,32,11,72,658
2012-07-02,Summer,19,1,1,28,30,43,8,71,510
2012-07-02,Summer,20,1,1,28,30,43,8,38,357
2012-07-02,Summer,21,1,1,27,28,45,8,17,241
2012-07-02,Summer,22,1,1,26,28,51,11,19,169
2012-07-02,Summer,23,1,1,26,28,51,7,12,90
2012-07-03,Summer,0,1,1,25,28,54,0,9,44
2012-07-03,Summer,1,1,1,25,28,57,0,5,9
2012-07-03,Summer,2,1,1,25,28,57,0,2,8
2012-07-03,Summer,3,1,1,24,26,65,8,0,2
2012-07-03,Summer,4,1,1,23,26,65,7,0,6
2012-07-03,Summer,5,1,1,24,26,61,0,2,33
2012-07-03,Summer,6,1,1,24,26,65,8,5,149
2012-07-03,Summer,7,1,1,26,28,57,0,21,462
2012-07-03,Summer,8,1,1,26,28,62,6,42,604
2012-07-03,Summer,9,1,1,29,32,49,11,46,226
2012-07-03,Summer,10,1,1,30,32,43,15,56,153
2012-07-03,Summer,11,1,1,32,34,34,12,66,151
2012-07-03,Summer,12,1,1,33,34,28,12,74,198
2012-07-03,Summer,13,1,1,34,34,25,8,80,203
2012-07-03,Summer,14,1,1,34,34,25,12,69,241
2012-07-03,Summer,15,1,2,34,34,24,0,71,330
2012-07-03,Summer,16,1,2,34,34,24,12,90,437
2012-07-03,Summer,17,1,2,32,32,30,11,102,620
2012-07-03,Summer,18,1,2,32,32,30,0,85,542
2012-07-03,Summer,19,1,2,31,32,36,8,66,431
2012-07-03,Summer,20,1,3,27,30,55,32,80,296
2012-07-03,Summer,21,1,2,24,26,70,19,36,160
2012-07-03,Summer,22,1,1,23,26,79,12,26,151
2012-07-03,Summer,23,1,1,23,24,83,0,19,152
2012-07-04,Summer,0,0,1,23,26,79,6,19,140
